cycle_number,energy_charge,capacity_charge,energy_discharge,capacity_discharge,cycle_start,cycle_duration,filename,battery_name,batch,cell_id,anode,cathode,electrolyte,dataset_name,eol_cycle,eol_class,eol_class_encoded
788,-1.7629098446225455,-1.8315856662817618,-1.5936568728752527,-1.873297398153929,1.583169353133406,1.3472366913119571,batch_B7B_cell_1.h5,batch_B7B_cell_1,B7B,1,C,NMC532,Gen 2,Argonne,12,Short,2
788,-1.855975347037514,-1.9342232655110203,-1.6555445777084634,-1.954753838039895,1.589503668555227,1.3510805716882504,batch_B7B_cell_4.h5,batch_B7B_cell_4,B7B,4,C,NMC532,Gen 2,Argonne,9,Short,2
789,-1.749924913456105,-1.8232083574747917,-1.5547991831011985,-1.817129252834342,1.595054650673674,1.3481218910908086,batch_B7A_cell_19.h5,batch_B7A_cell_19,B7A,19,C,NMC532,Gen 2,Argonne,9,Short,2
789,-1.698465798503001,-1.7641020390345823,-1.5135743900797831,-1.7858496638527357,1.5759897519400914,1.3796890828539783,batch_B7A_cell_17.h5,batch_B7A_cell_17,B7A,17,C,NMC532,Gen 2,Argonne,12,Short,2
814,-3.5249615371880534,-3.492326852724623,-3.4751145508245354,-3.5522346131827582,1.5267202290802042,-1.6722235259074723,batch_B5A_cell_2.h5,batch_B5A_cell_2,B5A,2,C,5Vspinel,Gen 2,Argonne,13,Moderate,1
844,-1.3127611419938043,-1.3658610268386102,-1.464399697397069,-1.368481751131489,1.583108288090796,5.527017847146545,batch_B5A_cell_1.h5,batch_B5A_cell_1,B5A,1,C,5Vspinel,Gen 2,Argonne,1,Short,2
851,-2.056564796153958,-2.2377290267797383,-2.0914636723068263,-2.1407416717719077,1.5589047665097335,5.274022286138404,batch_B4A_cell_8.h5,batch_B4A_cell_8,B4A,8,C,HE5050,Gen 2,Argonne,10,Short,2
854,-1.4572129701379481,-1.5088103734219893,-1.5631335386133551,-1.432470923226013,1.5789279730506982,5.364009497682251,batch_B5A_cell_5.h5,batch_B5A_cell_5,B5A,5,C,5Vspinel,Gen 2,Argonne,13,Moderate,1
930,-1.230231251284343,-1.2415334575813217,-1.2578034350731597,-1.4263376206346032,1.6039005363857,-0.334944820406899,batch_B10A_cell_3.h5,batch_B10A_cell_3,B10A,3,C,NMC532,Gen 2,Argonne,66,Long,0
938,0.15544296499939164,0.025346027263752187,0.12582794341714146,-0.006579362964493758,1.789837538149972,5.676090674627571,batch_B7A_cell_4.h5,batch_B7A_cell_4,B7A,4,C,NMC532,Gen 2,Argonne,0,Short,2
938,0.13861745244688778,0.01111314213052566,0.12058376779644366,0.002238116082441324,1.7943541532509726,5.664652100584687,batch_B7A_cell_2.h5,batch_B7A_cell_2,B7A,2,C,NMC532,Gen 2,Argonne,0,Short,2
938,-0.04399954711699393,-0.16109578440205471,0.01906881769019311,-0.13619810650908393,1.7863201747863795,5.628764646093289,batch_B7A_cell_1.h5,batch_B7A_cell_1,B7A,1,C,NMC532,Gen 2,Argonne,595,Long,0
938,0.048423260686498715,-0.07764916209591935,0.07624579816778194,-0.07043436332237518,1.7898741414035446,5.657589889862283,batch_B7A_cell_8.h5,batch_B7A_cell_8,B7A,8,C,NMC532,Gen 2,Argonne,570,Long,0
939,-0.01713555810788575,-0.1347217309599146,0.08015644968820636,-0.07018369910158691,1.7821206840249195,5.570661508510604,batch_B7A_cell_3.h5,batch_B7A_cell_3,B7A,3,C,NMC532,Gen 2,Argonne,551,Long,0
941,-0.013323180044566337,-0.12858588012268116,0.05272988052597648,-0.09289829691744846,1.7897107113680448,5.575832761400476,batch_B7A_cell_5.h5,batch_B7A_cell_5,B7A,5,C,NMC532,Gen 2,Argonne,574,Long,0
942,0.0053153859344412255,-0.11031483648705634,0.0734292258205752,-0.0659003561999916,1.791284813147552,5.570337347830051,batch_B7A_cell_6.h5,batch_B7A_cell_6,B7A,6,C,NMC532,Gen 2,Argonne,583,Long,0
944,-1.215253421105705,-1.223724256964166,-1.218265138539683,-1.3591857703759043,1.5870521970677653,-0.34347898230455437,batch_B10A_cell_4.h5,batch_B10A_cell_4,B10A,4,C,NMC532,Gen 2,Argonne,58,Long,0
978,-0.06447613672724806,-0.1911687886205441,0.031968900239126914,-0.13494491626501756,1.7743094761069313,5.71382885716688,batch_B7A_cell_7.h5,batch_B7A_cell_7,B7A,7,C,NMC532,Gen 2,Argonne,0,Short,2
1003,-1.081470524005114,-1.0965526890765596,-1.1148322471022045,-1.5387200892492119,1.681433099614827,-1.0305553742203428,batch_B20B_cell_6.h5,batch_B20B_cell_6,B20B,6,C_Si,NMC532,Gen2,Argonne,75,Long,0
1019,-1.5856045808054962,-1.8444455156858304,-2.028008898594631,-1.933121910017384,1.6159483374987789,5.633941446039262,batch_B4A_cell_5.h5,batch_B4A_cell_5,B4A,5,C,HE5050,Gen 2,Argonne,10,Short,2
1019,-1.5079879333302229,-1.8559259866790105,-1.8409165836259296,-1.9072256484149914,1.6459086885052847,5.743658364956966,batch_B4A_cell_7.h5,batch_B4A_cell_7,B4A,7,C,HE5050,Gen 2,Argonne,10,Short,2
1020,-1.4895019817790236,-1.837572356779742,-1.7676021153593766,-1.8805301514067885,1.64742270450832,5.6902764300257855,batch_B4A_cell_3.h5,batch_B4A_cell_3,B4A,3,C,HE5050,Gen 2,Argonne,11,Short,2
1021,-1.0590354942097926,-1.300434841222248,-1.428510714697897,-1.478099074995146,1.630030997893462,1.4511280165274645,batch_B14B_cell_2.h5,batch_B14B_cell_2,B14B,2,C,HE5050,Gen 2,Argonne,12,Short,2
1021,-0.9291520450593244,-1.1671896759188494,-1.3540535262847313,-1.3424239398141073,1.6431926336575895,1.4407807173854394,batch_B14B_cell_5.h5,batch_B14B_cell_5,B14B,5,C,HE5050,Gen 2,Argonne,12,Short,2
1021,-3.477649329174257,-3.326749935296963,-2.545188514846853,-2.1906414623163775,1.4814594934046093,1.289783948984681,batch_B14A_cell_11.h5,batch_B14A_cell_11,B14A,11,C,HE5050,Gen 2,Argonne,12,Short,2
1021,-0.9573321259209234,-1.209221265484935,-1.4199408046431903,-1.3779511384742453,1.6411225933881888,1.4396379497680516,batch_B14B_cell_7.h5,batch_B14B_cell_7,B14B,7,C,HE5050,Gen 2,Argonne,9,Short,2
1021,-0.9976438310318426,-1.2710787857261983,-1.4612686929266296,-1.5371211516917442,1.643218834319176,1.41477085853413,batch_B14B_cell_4.h5,batch_B14B_cell_4,B14B,4,C,HE5050,Gen 2,Argonne,9,Short,2
1021,-2.7101040421836076,-2.587324296566653,-1.918022592383816,-1.8476673449581442,1.3957863315774326,1.3338439785705547,batch_B14A_cell_12.h5,batch_B14A_cell_12,B14A,12,C,HE5050,Gen 2,Argonne,12,Short,2
1021,-0.9778821389214714,-1.2695654634268405,-1.3327863287778554,-1.608290663674739,1.6583735892485085,1.4501875145976304,batch_B14B_cell_11.h5,batch_B14B_cell_11,B14B,11,C,HE5050,Gen 2,Argonne,9,Short,2
1021,-1.599379936832952,-1.813702660373028,-2.0261782052053534,-2.0143912362362095,1.575588914164282,1.4825093020502254,batch_B14B_cell_6.h5,batch_B14B_cell_6,B14B,6,C,HE5050,Gen 2,Argonne,12,Short,2
1021,-1.1477505354166366,-1.4681187807955105,-1.350079653334156,-1.7138040597786208,1.6566901571278645,1.458910227367006,batch_B14B_cell_10.h5,batch_B14B_cell_10,B14B,10,C,HE5050,Gen 2,Argonne,9,Short,2
1021,-0.9295130115049165,-1.1815557671920507,-1.3540929822687353,-1.3888385171641051,1.64503767430793,1.4366925310640772,batch_B14B_cell_1.h5,batch_B14B_cell_1,B14B,1,C,HE5050,Gen 2,Argonne,12,Short,2
1021,-3.835366930882234,-3.6593151985873966,-2.8102404526555165,-2.2828150510048677,1.526392858601192,1.318140176505855,batch_B14A_cell_10.h5,batch_B14A_cell_10,B14A,10,C,HE5050,Gen 2,Argonne,12,Short,2
1021,-2.3558285875204423,-2.625137948354718,-1.561543549211195,-2.1112626716608505,1.585006540038038,1.3077153474062408,batch_B14A_cell_13.h5,batch_B14A_cell_13,B14A,13,C,HE5050,Gen 2,Argonne,12,Short,2
1021,-1.187674986681176,-1.449172148099843,-1.5644601085108634,-1.6255115097742776,1.6269619403150601,1.4664939377201465,batch_B14B_cell_9.h5,batch_B14B_cell_9,B14B,9,C,HE5050,Gen 2,Argonne,10,Short,2
1021,-1.5187767243192318,-1.6627761089917978,-1.7576691866879122,-1.7232319478879914,1.539415783649093,1.553174238063074,batch_B14B_cell_3.h5,batch_B14B_cell_3,B14B,3,C,HE5050,Gen 2,Argonne,12,Short,2
1021,-0.915054459833129,-1.172299011216665,-1.3558009240505553,-1.462827114779666,1.6456370705158654,1.3969797387594431,batch_B14B_cell_8.h5,batch_B14B_cell_8,B14B,8,C,HE5050,Gen 2,Argonne,12,Short,2
1022,-1.0562113699218796,-1.360476757628617,-1.2918510992883103,-1.5103972787132285,1.6591774187376045,1.4053625181987335,batch_B14B_cell_12.h5,batch_B14B_cell_12,B14B,12,C,HE5050,Gen 2,Argonne,17,Long,0
1025,-1.7318611302806153,-1.7465666961450872,-1.6779738074002575,-1.6643279273714366,1.5922753240912615,1.5734581107114516,batch_B19A_cell_13.h5,batch_B19A_cell_13,B19A,13,C,FCG,Gen 2,Argonne,15,Moderate,1
1025,-1.6994584421847432,-1.7188291604307506,-1.646253466883849,-1.5833362933216764,1.5982365397369207,1.6038619290928346,batch_B19A_cell_7.h5,batch_B19A_cell_7,B19A,7,C,FCG,Gen 2,Argonne,15,Moderate,1
1025,-1.7857467833697067,-1.8022937852883032,-1.8216190349459003,-1.7630447189606393,1.6070327840001368,1.5236418295477698,batch_B19A_cell_1.h5,batch_B19A_cell_1,B19A,1,C,FCG,Gen 2,Argonne,15,Moderate,1
1025,-1.703766811299838,-1.7168761982465859,-1.700791706852676,-1.6527504966860815,1.6080614877522164,1.5923846640120596,batch_B19A_cell_14.h5,batch_B19A_cell_14,B19A,14,C,FCG,Gen 2,Argonne,15,Moderate,1
1025,-1.748131982496207,-1.7635440282000854,-1.794655913563858,-1.712264396062976,1.6092919537775279,1.5514640949191623,batch_B19A_cell_2.h5,batch_B19A_cell_2,B19A,2,C,FCG,Gen 2,Argonne,15,Moderate,1
1025,-1.7579786034465745,-1.7714023472777976,-1.730873003845502,-1.71810034767017,1.5972567030042848,1.5881755406754765,batch_B19A_cell_10.h5,batch_B19A_cell_10,B19A,10,C,FCG,Gen 2,Argonne,15,Moderate,1
1025,-1.6561543756799795,-1.6700983129799662,-1.5558264214238957,-1.5347438427511713,1.5867455208480974,1.610046799802262,batch_B19A_cell_12.h5,batch_B19A_cell_12,B19A,12,C,FCG,Gen 2,Argonne,15,Moderate,1
1027,-1.7031541221835904,-1.7176137949827774,-1.5578092842002247,-1.5403859660526815,1.5786275934291838,1.6150471551291183,batch_B19A_cell_11.h5,batch_B19A_cell_11,B19A,11,C,FCG,Gen 2,Argonne,15,Moderate,1
1043,-1.7353678368666259,-1.9192149210594733,-1.6524876057172604,-1.8986685827335974,1.6272998453790546,1.382591423407821,batch_B30A_cell_4.h5,batch_B30A_cell_4,B30A,4,C,NMC532,Gen 2,Argonne,15,Moderate,1
1043,-1.6956738029031624,-1.8802766626636036,-1.5886174538328808,-1.829544907439128,1.626413714993728,1.3868732474738568,batch_B30A_cell_1.h5,batch_B30A_cell_1,B30A,1,C,NMC532,Gen 2,Argonne,15,Moderate,1
1043,-1.6234483268046933,-1.8259063859711309,-1.5584882150615746,-1.8065015891068557,1.6305424277798384,1.4108832625940568,batch_B30B_cell_4.h5,batch_B30B_cell_4,B30B,4,C,NMC532,Gen 2,Argonne,12,Short,2
1043,-1.6811856216094108,-1.867452156001064,-1.5627732468750402,-1.8263428556967827,1.6282106117423447,1.3909188260592624,batch_B30B_cell_2.h5,batch_B30B_cell_2,B30B,2,C,NMC532,Gen 2,Argonne,12,Short,2
1043,-1.6898542710066833,-1.8669915044366665,-1.5640671109593183,-1.8048836829694432,1.6250767820890915,1.3999641639206637,batch_B30A_cell_2.h5,batch_B30A_cell_2,B30A,2,C,NMC532,Gen 2,Argonne,15,Moderate,1
1043,-1.662130780460976,-1.8390187793020085,-1.5688913467890637,-1.7859406371939197,1.6262359267794837,1.405720466955702,batch_B30A_cell_3.h5,batch_B30A_cell_3,B30A,3,C,NMC532,Gen 2,Argonne,15,Moderate,1
1043,-1.7166748225918236,-1.9020979369348372,-1.5895986054486562,-1.8653114019409416,1.6299101980022215,1.3854245980287683,batch_B30B_cell_1.h5,batch_B30B_cell_1,B30B,1,C,NMC532,Gen 2,Argonne,12,Short,2
1077,-0.9331670595748963,-0.9671302689500629,-1.119089903684191,-1.409382033169857,1.6813584143779303,-0.25960359752509854,batch_B12A_cell_7.h5,batch_B12A_cell_7,B12A,7,C,HE5050,Gen 2,Argonne,10,Short,2
1079,-0.9026918175832997,-0.9249230722411375,-4.100072876497371,-3.8723367484364166,1.6791654322169314,-0.39754270760925015,batch_B12A_cell_8.h5,batch_B12A_cell_8,B12A,8,C,HE5050,Gen 2,Argonne,10,Short,2
1108,-1.1031973416243772,-1.398368278109072,-1.1791759052707635,-1.1517153653917105,1.6557712476403506,1.6635093920434252,batch_B12A_cell_1.h5,batch_B12A_cell_1,B12A,1,C,HE5050,Gen 2,Argonne,23,Long,0
1119,-1.2372772895005415,-1.2933410277464992,-2.260952072417171,-2.2203358831606477,1.6336438497060504,-0.3555705843675902,batch_B12A_cell_4.h5,batch_B12A_cell_4,B12A,4,C,HE5050,Gen 2,Argonne,10,Short,2
1120,-1.7480537026051206,-2.108247687533882,-1.4242290669991484,-1.658459486950906,1.6154549895759762,2.099503912656972,batch_B12A_cell_6.h5,batch_B12A_cell_6,B12A,6,C,HE5050,Gen 2,Argonne,10,Short,2
1120,-1.843000297959675,-2.150823479950569,-1.4128904347409643,-1.6565318531800393,1.5986291970365762,2.1218224701346005,batch_B12A_cell_5.h5,batch_B12A_cell_5,B12A,5,C,HE5050,Gen 2,Argonne,10,Short,2
1120,-1.761024804085137,-2.167169666649241,-4.814635984394455,-4.642229858450496,1.6335285174180643,-0.43138176106839493,batch_B12A_cell_2.h5,batch_B12A_cell_2,B12A,2,C,HE5050,Gen 2,Argonne,10,Short,2
1146,-1.6777792138495498,-1.9728378799011288,-1.8493254181598768,-1.8815977615153117,1.6220357914939427,5.676843260233867,batch_B4A_cell_1.h5,batch_B4A_cell_1,B4A,1,C,HE5050,Gen 2,Argonne,10,Short,2
1220,-1.3170787087307398,-1.6859944146463917,-1.7456352240206057,-1.9850519609505073,1.6560906538855065,1.5460705719803693,batch_B9A_cell_6.h5,batch_B9A_cell_6,B9A,6,C,HE5050,Gen 2,Argonne,10,Short,2
1221,-1.4157072211464163,-1.8013941940143006,-1.83146709812365,-1.960059528801314,1.656084914737977,1.5723741480643896,batch_B9A_cell_8.h5,batch_B9A_cell_8,B9A,8,C,HE5050,Gen 2,Argonne,10,Short,2
1272,-2.0139026677281664,-2.3762931694536715,-3.504822213193646,-3.628704448138867,1.6109379886960435,0.23277145811185718,batch_B9A_cell_5.h5,batch_B9A_cell_5,B9A,5,C,HE5050,Gen 2,Argonne,10,Short,2
1308,-1.900271403740765,-1.8678975588761013,-2.0739654993187076,-2.141554158170815,1.5012857807577629,-0.49883195180757445,batch_B12A_cell_3.h5,batch_B12A_cell_3,B12A,3,C,HE5050,Gen 2,Argonne,10,Short,2
1316,-1.3468834477172622,-1.4209917176669233,-1.4406689395647787,-1.7826946485268345,1.6299644547985375,-0.3042135495964842,batch_B9A_cell_9.h5,batch_B9A_cell_9,B9A,9,C,HE5050,Gen 2,Argonne,10,Short,2
1414,-2.708761751187467,-2.84777360569058,-2.506216317892244,-2.517531339729452,1.510918527660285,5.038061534840575,batch_B9A_cell_3.h5,batch_B9A_cell_3,B9A,3,C,HE5050,Gen 2,Argonne,10,Short,2
1423,-1.4325583197764575,-1.627953479010329,-1.3219045453155098,-1.3790744921291047,1.5834202360411473,1.6613448000701547,batch_B14D_cell_7.h5,batch_B14D_cell_7,B14D,7,C,HE5050,Gen 2,Argonne,12,Short,2
1423,-1.2618196790815708,-1.5716312595331015,-1.418348437083125,-1.764156341078357,1.653393753250764,1.4445810611772798,batch_B14C_cell_5.h5,batch_B14C_cell_5,B14C,5,C,HE5050,Gen 2,Argonne,17,Long,0
1423,-1.1104676918373098,-1.426337796848465,-1.3361538650421074,-1.6146071077678439,1.6679741443537626,1.4675802286260506,batch_B14C_cell_4.h5,batch_B14C_cell_4,B14C,4,C,HE5050,Gen 2,Argonne,12,Short,2
1423,-1.2446880947095866,-1.5035531789573109,-1.3083490740320345,-1.4045848842187747,1.6158314722858762,1.4724268190285434,batch_B14D_cell_8.h5,batch_B14D_cell_8,B14D,8,C,HE5050,Gen 2,Argonne,12,Short,2
