tag,model_name,method,droprate,lr,batch_size,lambda_src,summary_csv,avg_improvement
llm_pick,cnn_openmax,sngp,0.3,0.001,64,1.0,checkpoint/llm_run_20251206_194952/compare/llm_pick_summary_1206_222128_CWRU_inconsistent.csv,0.019687787839379623
deterministic_cnn,cnn_features_1d,deterministic,0.3,0.001,64,1.0,checkpoint/llm_run_20251206_194952/compare/deterministic_cnn_summary_1206_233149_CWRU_inconsistent.csv,0.0068279828408533095
sngp_wrn_sa,WideResNet_sa,sngp,0.3,0.001,64,1.0,checkpoint/llm_run_20251206_194952/compare/sngp_wrn_sa_summary_1207_033121_CWRU_inconsistent.csv,0.013884215378294968
