tag,model_name,method,droprate,lr,batch_size,lambda_src,summary_csv,avg_improvement
llm_pick,cnn_features_1d_sa,sngp,0.3,0.001,64,0.0,checkpoint/llm_run_20251123_130533/compare/llm_pick_summary_1123_130747_Battery_inconsistent.csv,0.08445945945945943
deterministic_cnn,cnn_features_1d,deterministic,0.3,0.001,64,0.0,checkpoint/llm_run_20251123_130533/compare/deterministic_cnn_summary_1123_130932_Battery_inconsistent.csv,0.050675675675675665
sngp_wrn_sa,WideResNet_sa,sngp,0.3,0.001,64,0.0,checkpoint/llm_run_20251123_130533/compare/sngp_wrn_sa_summary_1123_131300_Battery_inconsistent.csv,0.013888888888888883
